MSISDN;GA_DATE;ID_DSF;DEVICE;VALID_FLAG;REMARKS
6285882654705;20260310;RDPSF04;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882654706;20260310;RDPSF04;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882654688;20260311;RDPSF04;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882654690;20260311;RDPSF04;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882654713;20260314;RDPSF04;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882654715;20260314;RDPSF04;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882654720;20260309;BABELSF15;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882654719;20260309;BABELSF15;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882654709;20260310;BABELSF15;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882654710;20260310;BABELSF15;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882654691;20260311;BABELSF15;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882654692;20260311;BABELSF15;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882654711;20260314;BABELSF15;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882654712;20260314;BABELSF15;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285711947361;20260306;SFBLMKOTA11;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285711947360;20260306;SFBLMKOTA11;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285711508906;20260311;SFSRIBWN11;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285711508904;20260311;SFSRIBWN11;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285711508903;20260311;SFSRIBWN11;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285711508881;20260311;SFSRIBWN11;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285711508901;20260311;SFSRIBWN11;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285711687811;20260312;SFSRIBWN11;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285711687837;20260312;SFSRIBWN11;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285711687752;20260312;SFSRIBWN11;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285711687822;20260312;SFSRIBWN11;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285711687856;20260312;SFSRIBWN11;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285711702225;20260311;SFSRIBWN09;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285711702186;20260311;SFSRIBWN09;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285711702183;20260311;SFSRIBWN09;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285711702127;20260311;SFSRIBWN09;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285711702178;20260311;SFSRIBWN09;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285711505084;20260312;SFSRIBWN09;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285711505028;20260312;SFSRIBWN09;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285711505109;20260312;SFSRIBWN09;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285711505160;20260312;SFSRIBWN09;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285711505120;20260312;SFSRIBWN09;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285711505224;20260312;SFSRIBWN09;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285711953770;20260305;DSFGRAHA14;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285711396731;20260307;DSFGRAHA14;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285711953384;20260316;DSFGRAHA14;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285711953357;20260316;DSFGRAHA14;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882652942;20260313;DSFGRAHA14;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882652940;20260313;DSFGRAHA14;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882653017;20260313;DSFGRAHA14;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882653018;20260313;DSFGRAHA14;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285711954189;20260313;DSFGRAHA14;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285711956015;20260313;DSFGRAHA14;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882652939;20260313;DSFGRAHA14;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882654645;20260312;DSFGRAHA15;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882654648;20260312;DSFGRAHA15;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882654650;20260312;DSFGRAHA15;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882654651;20260312;DSFGRAHA15;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882654376;20260312;DSFGRAHA15;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882654373;20260312;DSFGRAHA15;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882654378;20260312;DSFGRAHA15;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882654379;20260312;DSFGRAHA15;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882654380;20260312;DSFGRAHA15;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882654472;20260312;DSFGRAHA15;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882652965;20260309;DSFGRAHA03;4G Device;0;Ada di Raw Data, namun ORG_ID: 17810788
6285882652977;20260309;DSFGRAHA03;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882652964;20260309;DSFGRAHA03;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882652976;20260309;DSFGRAHA03;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882652959;20260309;DSFGRAHA03;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882654587;20260310;DSFGRAHA03;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882654588;20260310;DSFGRAHA03;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882654471;20260312;DSFGRAHA03;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882654474;20260312;DSFGRAHA03;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882654473;20260312;DSFGRAHA03;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882654476;20260312;DSFGRAHA03;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285711947415;20260311;SFKRUI02;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285711947278;20260311;SFKRUI02;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285711393126;20260304;SFMTRLMT14;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285711947322;20260309;SFMTRLMT14;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285711955553;20260303;SFPLMB58;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285711955548;20260304;SFPLMB58;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882652791;20260310;SFPLMB58;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882652834;20260312;SFPLMB58;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285711947096;20260314;SFPLMB58;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882652938;20260316;SFPLMB58;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285711949171;20260306;SFPLMB58;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285711949170;20260305;SFPLMB58;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285711949168;20260307;SFPLMB58;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882652855;20260317;SFTGMS02;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882652854;20260317;SFTGMS02;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882652851;20260317;SFTGMS02;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882652849;20260317;SFTGMS02;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882652848;20260317;SFTGMS02;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882653529;20260317;SFTGMS02;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882653531;20260317;SFTGMS02;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882653532;20260317;SFTGMS02;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882653533;20260317;SFTGMS02;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882653534;20260317;SFTGMS02;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882654254;20260316;SFBLMKOTA11;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882654253;20260316;SFBLMKOTA11;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882654251;20260316;SFBLMKOTA11;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882654255;20260316;SFBLMKOTA11;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882654256;20260316;SFBLMKOTA11;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882652876;20260316;SFBLMKOTA11;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882652874;20260316;SFBLMKOTA11;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882652873;20260316;SFBLMKOTA11;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882652872;20260316;SFBLMKOTA11;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882652871;20260316;SFBLMKOTA11;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882652867;20260316;SFBLMKOTA11;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882652865;20260316;SFBLMKOTA11;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882652862;20260316;SFBLMKOTA11;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882653528;20260316;SFBLMKOTA11;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882653527;20260316;SFBLMKOTA11;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882653530;20260316;SFBLMKOTA11;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882653526;20260316;SFBLMKOTA11;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882653525;20260316;SFBLMKOTA11;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882652868;20260317;SFTGMS02;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285711949360;20260317;SFTGMS02;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882652866;20260317;SFTGMS02;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882652870;20260317;SFTGMS02;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882653536;20260318;SFTGMS02;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882652847;20260318;SFTGMS02;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882652850;20260318;SFTGMS02;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882652846;20260318;SFTGMS02;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882652844;20260318;SFTGMS02;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882652843;20260318;SFTGMS02;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285711955658;20260316;RDPSF04;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285711955659;20260316;RDPSF04;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882728700;20260317;RDPSF04;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882654685;20260316;BABELSF15;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882654686;20260316;BABELSF15;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882728701;20260317;BABELSF15;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882728702;20260317;BABELSF15;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285711508879;20260316;SFSRIBWN11;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285711508180;20260316;SFSRIBWN11;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285711508849;20260316;SFSRIBWN11;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285711508216;20260316;SFSRIBWN11;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285711508837;20260316;SFSRIBWN11;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285711508823;20260317;SFSRIBWN09;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285711508766;20260317;SFSRIBWN09;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285711508259;20260317;SFSRIBWN09;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285711508202;20260317;SFSRIBWN09;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285711508227;20260317;SFSRIBWN09;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285711508380;20260318;SFSRIBWN09;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6262857947389;NOT FOUND;SFSRIBWN09;NOT FOUND;0;MSISDN tidak ditemukan di Raw Data
6285882654319;20260312;SFBNGKULU15;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882654285;20260312;SFBNGKULU15;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882654318;20260312;SFBNGKULU15;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882654281;20260312;SFBNGKULU15;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882654284;20260312;SFBNGKULU15;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882654283;20260312;SFBNGKULU15;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882654282;20260312;SFBNGKULU15;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882654600;20260312;SFBNGKULU29;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882654598;20260312;SFBNGKULU29;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882654597;20260312;SFBNGKULU29;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882654595;20260312;SFBNGKULU29;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882654593;20260312;SFBNGKULU29;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882654409;20260312;SFBNGKULU29;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882654408;20260312;SFBNGKULU29;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882654407;20260312;SFBNGKULU29;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882654406;20260312;SFBNGKULU29;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882654405;20260312;SFBNGKULU29;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882654367;20260312;SFBNGKULU30;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882654368;20260312;SFBNGKULU30;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882654364;20260312;SFBNGKULU30;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882654365;20260312;SFBNGKULU30;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882654366;20260312;SFBNGKULU30;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882654322;20260312;SFBNGKULU30;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882654321;20260312;SFBNGKULU30;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882654320;20260312;SFBNGKULU30;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882654621;20260312;SFBNGKULU30;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882654625;20260312;SFBNGKULU30;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882654606;20260322;SFBNGKULU30;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882654605;20260322;SFBNGKULU30;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882654316;20260322;SFBNGKULU30;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882654602;20260322;SFBNGKULU30;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882654601;20260322;SFBNGKULU30;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882654557;20260322;SFBNGKULU30;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882654563;20260322;SFBNGKULU30;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882654562;20260322;SFBNGKULU30;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882654559;20260322;SFBNGKULU30;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882654607;20260322;SFBNGKULU30;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882654635;20260322;SFBNGKULU15;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882654636;20260322;SFBNGKULU15;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882654637;20260322;SFBNGKULU15;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882654634;20260322;SFBNGKULU29;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285711953487;20260316;DSFGRAHA14;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882652945;20260318;DSFGRAHA14;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882654324;20260318;DSFGRAHA14;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882654329;20260318;DSFGRAHA14;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882654328;20260318;DSFGRAHA14;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882654327;20260318;DSFGRAHA14;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882654479;20260319;DSFGRAHA14;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882654480;20260319;DSFGRAHA14;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882654481;20260322;DSFGRAHA14;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882654482;20260319;DSFGRAHA14;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882728708;20260319;RDPSF04;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882731223;20260319;BABELSF15;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882728709;20260316;SFBABEL06;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6285882728711;20260316;SFBABEL06;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6289531792342;20260301;12321838;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
62895608128917;20260304;12321838;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
62895608128915;20260304;12321838;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
62895608130141;20260309;546798;4G Device;1;Dilakukan Adjustment (1) untuk ORG_ID: 546798
62895608130092;20260305;546798;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6289518624009;20260305;12326998;4G Device;1;Dilakukan Adjustment (1) untuk ORG_ID: 12326998
6289518624019;20260305;12326998;4G Device;1;Dilakukan Adjustment (1) untuk ORG_ID: 12326998
6289518624018;20260313;12326998;4G Device;1;Dilakukan Adjustment (1) untuk ORG_ID: 12326998
6289518634633;20260303;12321835;4G Device;1;Dilakukan Adjustment (1) untuk ORG_ID: 12321835
6289509511031;NOT FOUND;12326998;NOT FOUND;0;MSISDN tidak ditemukan di Raw Data
62895608128919;20260303;12321835;4G Device;1;Dilakukan Adjustment (1) untuk ORG_ID: 12321835
62895608130264;20260304;12321835;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
62895608128916;20260304;12321835;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6289518634634;20260301;12321841;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
62895608128889;20260304;12321841;4G Device;1;Dilakukan Adjustment (1) untuk ORG_ID: 12321841
6289518634632;20260304;12321841;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
6289518634631;20260303;12321841;4G Device;0;Sudah terhitung sebelumnya dari Raw Data
62895608130379;20260310;12321841;4G Device;0;MSISDN tercatat di REGION: INNER JAKARTA
6289518411546;20260310;12309642;4G Device;0;MSISDN tercatat di REGION: INNER JAKARTA
6289518618459;20260310;12309642;4G Device;0;MSISDN tercatat di REGION: INNER JAKARTA
6289518618457;20260310;12309642;4G Device;0;MSISDN tercatat di REGION: INNER JAKARTA
62895608130380;20260314;12321841;4G Device;1;Dilakukan Adjustment (1) untuk ORG_ID: 12321841
62895608130381;20260314;12321841;4G Device;1;Dilakukan Adjustment (1) untuk ORG_ID: 12321841
62895608130382;20260314;12321841;4G Device;1;Dilakukan Adjustment (1) untuk ORG_ID: 12321841
628958636249;NOT FOUND;546798;NOT FOUND;0;MSISDN tidak ditemukan di Raw Data
6289518306066;NOT FOUND;546798;NOT FOUND;0;MSISDN tidak ditemukan di Raw Data
62895608130339;20260310;12321835;4G Device;0;MSISDN tercatat di REGION: INNER JAKARTA
62895608130338;20260314;12321835;4G Device;1;Dilakukan Adjustment (1) untuk ORG_ID: 12321835
62895608130286;20260314;12321835;4G Device;1;Dilakukan Adjustment (1) untuk ORG_ID: 12321835
6289518618423;20260310;12309640;4G Device;0;MSISDN tercatat di REGION: INNER JAKARTA
6289518619131;20260310;12309640;4G Device;0;MSISDN tercatat di REGION: INNER JAKARTA
6289518618429;20260310;12309640;4G Device;0;MSISDN tercatat di REGION: INNER JAKARTA
6289518618394;20260310;12309640;4G Device;0;MSISDN tercatat di REGION: INNER JAKARTA
6289518618428;20260310;12309640;4G Device;0;MSISDN tercatat di REGION: INNER JAKARTA
6289518619133;20260310;12309640;4G Device;0;MSISDN tercatat di REGION: INNER JAKARTA
6289518634052;20260313;12326998;4G Device;1;Dilakukan Adjustment (1) untuk ORG_ID: 12326998
6289518634048;NOT FOUND;12326998;NOT FOUND;0;MSISDN tidak ditemukan di Raw Data
6289518634185;NOT FOUND;12326998;NOT FOUND;0;MSISDN tidak ditemukan di Raw Data
6289518634131;20260313;12326998;4G Device;1;Dilakukan Adjustment (1) untuk ORG_ID: 12326998
6289518634049;NOT FOUND;12326998;NOT FOUND;0;MSISDN tidak ditemukan di Raw Data
6289518634184;NOT FOUND;12326998;NOT FOUND;0;MSISDN tidak ditemukan di Raw Data
6289518465384;NOT FOUND;12326998;NOT FOUND;0;MSISDN tidak ditemukan di Raw Data
6289518465385;NOT FOUND;12326998;NOT FOUND;0;MSISDN tidak ditemukan di Raw Data
6289518465383;NOT FOUND;12326998;NOT FOUND;0;MSISDN tidak ditemukan di Raw Data
6289518634666;20260312;517266;4G Device;1;Dilakukan Adjustment (1) untuk ORG_ID: 517266
6289531792179;20260316;517266;4G Device;1;Dilakukan Adjustment (1) untuk ORG_ID: 517266
6289531792180;20260316;517266;4G Device;1;Dilakukan Adjustment (1) untuk ORG_ID: 517266
6289531792181;20260316;517266;4G Device;1;Dilakukan Adjustment (1) untuk ORG_ID: 517266
6289531792183;20260316;517266;4G Device;1;Dilakukan Adjustment (1) untuk ORG_ID: 517266
6289531792436;20260312;517266;4G Device;1;Dilakukan Adjustment (1) untuk ORG_ID: 517266
6289531792435;20260312;517266;4G Device;1;Dilakukan Adjustment (1) untuk ORG_ID: 517266
6289531792431;20260312;517266;4G Device;1;Dilakukan Adjustment (1) untuk ORG_ID: 517266
6289531792430;20260312;517266;4G Device;1;Dilakukan Adjustment (1) untuk ORG_ID: 517266
6289531792437;20260312;517266;4G Device;1;Dilakukan Adjustment (1) untuk ORG_ID: 517266
62895608130472;20260317;12321835;4G Device;1;Dilakukan Adjustment (1) untuk ORG_ID: 12321835
62895608130469;20260317;12321835;4G Device;1;Dilakukan Adjustment (1) untuk ORG_ID: 12321835
62895608130468;20260317;12321835;4G Device;1;Dilakukan Adjustment (1) untuk ORG_ID: 12321835
62895608130470;20260317;12321835;4G Device;1;Dilakukan Adjustment (1) untuk ORG_ID: 12321835
62895608130471;20260317;12321835;4G Device;1;Dilakukan Adjustment (1) untuk ORG_ID: 12321835
6289531788941;20260314;479622;4G Device;1;Dilakukan Adjustment (1) untuk ORG_ID: 479622
6289531792232;20260317;479622;4G Device;1;Dilakukan Adjustment (1) untuk ORG_ID: 479622
6289531792231;20260317;479622;4G Device;1;Dilakukan Adjustment (1) untuk ORG_ID: 479622
62895318634753;NOT FOUND;479622;NOT FOUND;0;MSISDN tidak ditemukan di Raw Data
6289518634754;20260314;479622;4G Device;1;Dilakukan Adjustment (1) untuk ORG_ID: 479622
6289531792184;20260314;479622;4G Device;1;Dilakukan Adjustment (1) untuk ORG_ID: 479622
6289518618458;20260311;12309642;4G Device;1;Dilakukan Adjustment (1) untuk ORG_ID: 12309642
6289518618462;20260311;12309642;4G Device;1;Dilakukan Adjustment (1) untuk ORG_ID: 12309642
6289518618460;20260311;12309642;4G Device;1;Dilakukan Adjustment (1) untuk ORG_ID: 12309642
6289518411554;20260311;12309642;4G Device;1;Dilakukan Adjustment (1) untuk ORG_ID: 12309642
6289518618425;20260310;12309642;4G Device;0;MSISDN tercatat di REGION: INNER JAKARTA
628951841153;NOT FOUND;12309642;NOT FOUND;0;MSISDN tidak ditemukan di Raw Data
